timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
56252000,0,0,0,0,0,0,0,0,1,1,1,0
57252000,0,0,0,0,0,0,0,1,1,0,1,0
58252000,0,0,0,0,0,0,0,1,1,0,1,0
59252000,0,0,0,0,0,0,0,1,1,0,1,0
60252000,0,0,0,0,0,0,0,1,1,0,1,0
61252000,0,0,0,0,0,0,0,0,1,0,1,0
62252000,0,0,0,0,0,0,0,0,1,0,1,0
63252000,0,0,0,0,0,0,0,1,1,0,1,0
64252000,0,0,0,0,0,0,0,1,1,1,1,0
65252000,0,0,0,0,0,0,0,1,1,0,1,0
66252000,0,0,0,0,0,0,0,1,1,0,1,0
67252000,0,0,0,0,0,0,0,1,1,0,1,0
68252000,0,0,0,0,0,0,0,0,1,0,1,0
69252000,0,0,0,0,0,0,0,0,1,0,1,0
70252000,0,0,0,0,0,0,0,0,1,0,1,0
71252000,0,0,0,0,0,0,0,0,1,0,1,0
72252000,0,0,0,0,0,0,0,0,1,0,1,0
73252000,0,0,0,0,0,0,0,0,1,0,1,0
74252000,0,0,0,0,0,0,0,0,1,0,1,0
75252000,0,0,0,0,0,0,0,0,1,0,1,0
76252000,0,0,0,0,0,0,0,0,1,1,1,0
77252000,0,0,0,0,0,0,0,0,1,0,1,0
78252000,0,0,0,0,0,0,0,0,1,0,1,0
79252000,0,0,0,0,0,0,0,0,1,0,1,0
80252000,0,0,0,0,0,0,0,0,1,0,1,0
81252000,0,0,0,0,0,0,0,0,1,0,1,0
82252000,0,0,0,0,0,0,0,0,1,0,1,0
83252000,0,0,0,0,0,0,0,1,1,0,1,0
84252000,0,0,0,0,0,0,0,1,1,0,1,0
85252000,0,0,0,0,0,0,0,0,1,0,1,0
86252000,0,0,0,0,0,0,0,1,0,0,1,0
87252000,0,0,0,0,0,0,0,1,0,0,1,0
88252000,0,0,0,0,0,0,0,1,0,0,1,0
89252000,0,0,0,0,0,0,0,1,0,0,1,0
90252000,0,0,0,0,0,0,0,1,0,0,1,0
91252000,0,0,0,0,0,0,0,1,0,0,1,0
92252000,0,0,0,0,0,0,0,1,0,0,1,0
93252000,0,0,0,0,0,0,0,1,0,0,1,0
94252000,0,0,0,0,0,0,0,1,0,0,1,0
95252000,0,0,0,0,0,0,0,1,0,0,1,0
96252000,0,0,0,0,0,0,0,1,0,0,1,0
97252000,0,0,0,0,0,0,0,0,0,1,1,0
98252000,0,0,0,0,0,0,0,0,1,0,1,0
99252000,0,0,0,0,0,0,0,0,1,0,1,0
100252000,0,0,0,0,0,0,0,0,1,0,1,0
101252000,0,0,0,0,0,0,0,0,1,0,1,0
102252000,0,0,0,0,0,0,0,0,1,0,1,0
103252000,0,0,0,0,0,0,0,0,1,0,1,0
104252000,0,0,0,0,0,0,0,0,1,0,1,0
105252000,0,0,0,0,0,0,0,0,1,0,1,0
106252000,0,0,0,0,0,0,0,0,1,0,1,0
107252000,0,0,0,0,0,0,0,0,1,0,1,0
108252000,0,0,0,0,0,0,0,0,0,0,1,0
108516000,0,0,0,0,1,1,0,1,0,0,1,0
109516000,0,0,0,0,1,1,0,1,0,1,1,0
110516000,0,0,0,0,1,1,0,1,0,0,1,0
111516000,0,0,0,0,1,1,0,1,0,0,1,0
112516000,0,0,0,0,1,1,0,1,0,0,1,0
113516000,0,0,0,0,1,1,0,1,0,0,1,0
114516000,0,0,0,0,1,1,0,1,0,0,1,0
115516000,0,0,0,0,1,1,0,1,0,0,1,0
116516000,0,0,0,0,1,1,0,1,0,0,1,0
117516000,0,0,0,0,1,1,0,1,0,0,1,0
118516000,0,0,0,0,1,1,0,1,0,0,1,0
119516000,0,0,0,0,1,1,0,1,0,0,1,0
120516000,0,0,0,0,1,1,0,1,0,0,1,0
121516000,0,0,0,0,1,1,0,1,0,0,1,0
122516000,0,0,0,0,1,1,0,1,0,0,1,0
123516000,0,0,0,0,1,1,0,1,0,0,1,0
124516000,0,0,0,0,1,1,0,1,0,0,1,0
125516000,0,0,0,0,1,1,0,1,0,0,1,0
126516000,0,0,0,0,1,1,0,1,0,0,1,0
127516000,0,0,0,0,1,1,0,1,0,0,1,0
128516000,0,0,0,0,1,1,0,1,0,0,1,0
129516000,0,0,0,0,1,1,0,1,0,0,1,0
130516000,0,0,0,0,1,1,0,1,0,0,1,0
131516000,0,0,0,0,1,1,0,1,0,0,1,0
132516000,0,0,0,0,1,1,0,1,0,0,1,0
133516000,0,0,0,0,1,1,0,1,0,0,1,0
134516000,0,0,0,0,1,1,0,1,0,0,1,0
135516000,0,0,0,0,1,1,0,1,0,0,1,0
136516000,0,0,0,0,1,1,0,1,0,0,1,0
137516000,0,0,0,0,1,1,0,1,0,0,1,0
138516000,0,0,0,0,1,1,0,1,0,0,1,0
139516000,0,0,0,0,1,1,0,1,0,0,1,0
140516000,0,0,0,0,1,1,0,1,0,0,1,0
141516000,0,0,0,0,1,1,0,1,0,0,1,0
142516000,0,0,0,0,1,1,0,1,0,0,1,0
143516000,0,0,0,0,1,1,0,1,0,0,1,0
144516000,0,0,0,0,1,1,0,1,0,1,1,0
145516000,0,0,0,0,1,1,1,1,0,0,1,0
145868000,0,1,0,0,1,1,1,0,0,0,1,0
146196000,0,0,0,0,1,1,1,1,0,0,1,0
147196000,0,0,0,0,1,1,1,1,0,0,1,0
148196000,0,0,0,0,1,1,1,1,0,0,1,0
149196000,0,0,0,0,1,1,1,1,0,0,1,0
150028000,0,1,0,0,1,1,1,0,0,0,1,0
150364000,0,1,1,0,1,1,1,0,0,0,1,0
150700000,0,1,1,1,1,1,1,0,0,0,1,1
151700000,0,1,1,1,1,1,1,0,0,0,1,1
152700000,0,1,1,1,1,1,1,0,0,0,1,1
153700000,0,1,1,1,1,1,1,0,0,0,1,1
