timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
49684000,0,0,1,0,0,0,0
50188000,0,0,1,0,0,0,0
50692000,0,0,1,0,0,0,0
51196000,0,0,1,0,0,0,0
51700000,0,0,1,0,0,0,0
52204000,0,0,1,0,0,0,0
52708000,0,0,1,0,0,0,0
53212000,0,0,1,0,0,0,0
53380000,0,0,1,0,0,0,0
53392000,0,0,1,0,0,0,0
53404000,1,0,1,0,0,0,0
53908000,1,0,1,0,0,0,0
54412000,1,0,1,0,0,0,0
54916000,1,0,1,0,0,0,0
55420000,1,0,1,0,0,0,0
55924000,1,0,1,0,0,0,0
56428000,1,0,1,0,0,0,0
56932000,1,0,1,0,0,0,0
57436000,1,0,1,0,0,0,0
57940000,1,0,1,0,0,0,0
58444000,1,0,1,0,0,0,0
58948000,1,0,1,0,0,0,0
59452000,1,0,1,0,0,0,0
59956000,1,0,1,0,0,0,0
60460000,1,0,1,0,0,0,0
60868000,1,0,1,0,0,0,0
61372000,1,0,1,0,0,0,0
61876000,1,0,1,0,0,0,0
62380000,1,0,1,0,0,0,0
62884000,1,0,1,0,0,0,0
63388000,1,0,1,0,0,0,0
63892000,1,0,1,0,0,0,0
64396000,1,0,1,0,0,0,0
64900000,1,0,1,0,0,0,0
65404000,1,0,1,0,0,0,0
65908000,1,0,1,0,0,0,0
66412000,1,0,1,0,0,0,0
66916000,1,0,1,0,0,0,0
67420000,1,0,1,0,0,0,0
67924000,1,0,1,0,0,0,0
68428000,1,0,1,0,0,0,0
68932000,1,0,1,0,0,0,0
69436000,1,0,1,0,0,0,0
69940000,1,0,1,0,0,0,0
70444000,1,0,1,0,0,0,0
70948000,1,0,1,0,0,0,0
71452000,1,0,1,0,0,0,0
71956000,1,0,1,0,0,0,0
72460000,1,0,1,0,0,0,0
72964000,1,0,1,0,0,0,0
73288000,1,0,1,0,0,0,0
73300000,1,0,1,0,0,0,0
73804000,1,0,1,0,0,0,0
74308000,1,0,1,0,0,0,0
74812000,1,0,1,0,0,0,0
75316000,1,0,1,0,0,0,0
75820000,1,0,1,0,0,0,0
76324000,1,0,1,0,0,0,0
76828000,1,0,1,0,0,0,0
77332000,1,0,1,0,0,0,0
77836000,1,0,1,0,0,0,0
78340000,1,0,1,0,0,0,0
78844000,1,0,1,0,0,0,0
79348000,1,0,1,0,0,0,0
79852000,1,0,1,0,0,0,0
80356000,1,0,1,0,0,0,0
80860000,1,0,1,0,0,0,0
81364000,1,0,1,0,0,0,0
81868000,1,0,1,0,0,0,0
82372000,1,0,1,0,0,0,0
82876000,1,0,1,0,0,0,0
83380000,1,0,1,0,0,0,0
83884000,1,0,1,0,0,0,0
84388000,1,0,1,0,0,0,0
84892000,1,0,1,0,0,0,0
85396000,1,0,1,0,0,0,0
85900000,1,0,1,0,0,0,0
86404000,1,0,1,0,0,0,0
86908000,1,0,1,0,0,0,0
87412000,1,0,1,0,0,0,0
87916000,1,0,1,0,0,0,0
88420000,1,0,1,0,0,0,0
88456000,0,0,1,0,0,0,0
88468000,0,0,1,0,0,0,0
88972000,0,0,1,0,0,0,0
